league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ITA-Serie B,2425,Sampdoria,Leonardo Benedetti,ITA,MF,24.0,2000.0,25,13,1138,12.6,0,1,1,0,0,0,5,0,0.0,0.08,0.08,0.0,0.08
ITA-Serie B,2425,Sampdoria,Lorenzo Venuti,ITA,"MF,DF",29.0,1995.0,30,23,1967,21.9,2,1,3,2,0,0,6,0,0.09,0.05,0.14,0.09,0.14
ITA-Serie B,2425,Sampdoria,M'Baye Niang,SEN,FW,29.0,1994.0,16,13,1138,12.6,3,0,3,3,0,0,6,1,0.24,0.0,0.24,0.24,0.24
ITA-Serie B,2425,Sampdoria,Marco Curto,ITA,DF,25.0,1999.0,14,12,1121,12.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sampdoria,Marco Silvestri,ITA,GK,33.0,1991.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sampdoria,Massimo Coda,ITA,FW,35.0,1988.0,33,22,1935,21.5,8,2,10,7,1,2,1,0,0.37,0.09,0.47,0.33,0.42
ITA-Serie B,2425,Sampdoria,Matteo Ricci,ITA,MF,30.0,1994.0,14,10,854,9.5,0,1,1,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11
ITA-Serie B,2425,Sampdoria,Melle Meulensteen,NED,"MF,DF",25.0,1999.0,25,23,1888,21.0,3,0,3,3,0,0,3,0,0.14,0.0,0.14,0.14,0.14
ITA-Serie B,2425,Sampdoria,Nicholas Ioannou,CYP,"MF,DF",28.0,1995.0,24,18,1516,16.8,2,1,3,2,0,0,5,1,0.12,0.06,0.18,0.12,0.18
ITA-Serie B,2425,Sampdoria,Nikola Sekulov,ITA,"MF,FW",22.0,2002.0,16,3,393,4.4,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23
ITA-Serie B,2425,Sampdoria,Pajtim Kasami,SUI,MF,32.0,1992.0,10,4,397,4.4,1,1,2,1,0,0,1,0,0.23,0.23,0.45,0.23,0.45
ITA-Serie B,2425,Sampdoria,Paolo Vismara,ITA,GK,21.0,2003.0,10,7,753,8.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sampdoria,Pietro Beruatto,ITA,"MF,DF",25.0,1998.0,16,12,1092,12.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sampdoria,Remi Oudin,FRA,"MF,FW",27.0,1996.0,13,9,720,8.0,1,0,1,1,0,0,3,0,0.12,0.0,0.12,0.12,0.12
ITA-Serie B,2425,Sampdoria,Ronaldo Vieira,GNB,MF,26.0,1998.0,18,10,897,10.0,0,1,1,0,0,0,6,1,0.0,0.1,0.1,0.0,0.1
ITA-Serie B,2425,Sampdoria,Samuele Perisan,ITA,GK,26.0,1997.0,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sampdoria,Simone Ghidotti,ITA,GK,24.0,2000.0,9,9,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sampdoria,Simone Giordano,ITA,MF,22.0,2001.0,5,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sampdoria,Simone Leonardi,ITA,FW,19.0,2005.0,5,0,75,0.8,1,0,1,1,0,0,1,0,1.2,0.0,1.2,1.2,1.2
ITA-Serie B,2425,Sampdoria,Simone Romagnoli,ITA,DF,34.0,1990.0,11,10,742,8.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sampdoria,Stipe Vulikic,CRO,DF,23.0,2001.0,11,8,703,7.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Alessandro Russo,ITA,GK,23.0,2001.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Andrea Ghion,ITA,MF,24.0,2000.0,23,19,1407,15.6,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06
ITA-Serie B,2425,Sassuolo,Armand Lauriente,FRA,"MF,FW",25.0,1998.0,33,29,2364,26.3,18,5,23,16,2,3,8,0,0.69,0.19,0.88,0.61,0.8
ITA-Serie B,2425,Sassuolo,Cas Odenthal,NED,DF,23.0,2000.0,22,18,1684,18.7,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11
ITA-Serie B,2425,Sassuolo,Cristian Volpato,AUS,"MF,FW",20.0,2003.0,18,9,706,7.8,4,6,10,4,0,0,4,1,0.51,0.76,1.27,0.51,1.27
ITA-Serie B,2425,Sassuolo,Daniel Boloca,ROU,MF,25.0,1998.0,34,32,2691,29.9,4,3,7,4,0,0,4,0,0.13,0.1,0.23,0.13,0.23
ITA-Serie B,2425,Sassuolo,Domenico Berardi,ITA,"MF,FW",29.0,1994.0,29,25,2254,25.0,6,13,19,5,1,1,4,0,0.24,0.52,0.76,0.2,0.72
ITA-Serie B,2425,Sassuolo,Edoardo Iannoni,ITA,MF,23.0,2001.0,22,10,989,11.0,1,2,3,1,0,0,5,0,0.09,0.18,0.27,0.09,0.27
ITA-Serie B,2425,Sassuolo,Edoardo Pieragnolo,ITA,DF,21.0,2003.0,20,13,1195,13.3,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08
ITA-Serie B,2425,Sassuolo,Fabrizio Caligara,ITA,MF,24.0,2000.0,4,3,239,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Filippo Missori,ITA,DF,20.0,2004.0,4,1,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Filippo Romagna,ITA,DF,27.0,1997.0,23,21,1869,20.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Flavio Russo,ITA,FW,20.0,2004.0,12,5,409,4.5,2,0,2,2,0,0,1,0,0.44,0.0,0.44,0.44,0.44
ITA-Serie B,2425,Sassuolo,Giacomo Satalino,ITA,GK,25.0,1999.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Horaţiu Moldovan,ROU,GK,26.0,1998.0,27,27,2430,27.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Janis Antiste,FRA,"MF,FW",21.0,2002.0,4,2,169,1.9,1,1,2,1,0,0,2,0,0.53,0.53,1.07,0.53,1.07
ITA-Serie B,2425,Sassuolo,Jeremy Toljan,GER,DF,29.0,1994.0,34,31,2865,31.8,0,6,6,0,0,0,3,0,0.0,0.19,0.19,0.0,0.19
ITA-Serie B,2425,Sassuolo,Josh Doig,SCO,DF,22.0,2002.0,29,25,2189,24.3,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08
ITA-Serie B,2425,Sassuolo,Justin Kumi,ITA,MF,20.0,2004.0,3,2,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Kevin Leone,ITA,MF,19.0,2005.0,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Kristian Thorstvedt,NOR,MF,25.0,1999.0,22,22,1920,21.3,7,4,11,6,1,1,5,0,0.33,0.19,0.52,0.28,0.47
ITA-Serie B,2425,Sassuolo,Laurs Skjellerup,DEN,FW,21.0,2002.0,5,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Luca D'Andrea,ITA,MF,19.0,2004.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Luca Lipani,ITA,MF,19.0,2005.0,22,6,717,8.0,1,2,3,1,0,0,1,0,0.13,0.25,0.38,0.13,0.38
ITA-Serie B,2425,Sassuolo,Luca Mazzitelli,ITA,MF,28.0,1995.0,7,4,277,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Luca Moro,ITA,FW,23.0,2001.0,25,11,1060,11.8,7,1,8,5,2,2,2,0,0.59,0.08,0.68,0.42,0.51
ITA-Serie B,2425,Sassuolo,Matteo Lovato,ITA,DF,24.0,2000.0,20,16,1340,14.9,1,0,1,1,0,0,1,1,0.07,0.0,0.07,0.07,0.07
ITA-Serie B,2425,Sassuolo,Nedim Bajrami,ALB,"MF,FW",25.0,1999.0,2,2,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Sassuolo,Nicholas Pierini,ITA,"FW,MF",25.0,1998.0,31,10,1282,14.2,10,3,13,10,0,0,1,0,0.7,0.21,0.91,0.7,0.91
ITA-Serie B,2425,Sassuolo,Pedro Obiang,EQG,MF,32.0,1992.0,35,13,1522,16.9,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06
ITA-Serie B,2425,Sassuolo,Samuele Mulattieri,ITA,FW,23.0,2000.0,32,19,1616,18.0,9,3,12,9,0,0,3,0,0.5,0.17,0.67,0.5,0.67
ITA-Serie B,2425,Sassuolo,Simone Verdi,ITA,MF,32.0,1992.0,9,2,262,2.9,2,0,2,1,1,1,0,0,0.69,0.0,0.69,0.34,0.34
ITA-Serie B,2425,Sassuolo,Tarik Muharemovic,BIH,DF,21.0,2003.0,28,22,2085,23.2,1,2,3,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13
ITA-Serie B,2425,Sassuolo,Yeferson Paz,COL,DF,22.0,2002.0,13,6,434,4.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Spezia,Aleš Matějů,CZE,"DF,MF",28.0,1996.0,34,32,2830,31.4,1,2,3,1,0,0,7,0,0.03,0.06,0.1,0.03,0.1
ITA-Serie B,2425,Spezia,Antonio Čolak,CRO,FW,30.0,1993.0,24,6,690,7.7,1,2,3,1,0,0,0,0,0.13,0.26,0.39,0.13,0.39
ITA-Serie B,2425,Spezia,Arkadiusz Reca,POL,MF,29.0,1995.0,25,21,1670,18.6,0,2,2,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11
ITA-Serie B,2425,Spezia,Diego Falcinelli,ITA,"FW,MF",33.0,1991.0,22,5,586,6.5,1,0,1,1,0,0,1,0,0.15,0.0,0.15,0.15,0.15
ITA-Serie B,2425,Spezia,Duccio Degl'Innocenti,ITA,MF,21.0,2003.0,17,6,703,7.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Spezia,Edoardo Soleri,ITA,FW,26.0,1997.0,20,9,867,9.6,3,1,4,3,0,0,3,0,0.31,0.1,0.42,0.31,0.42
ITA-Serie B,2425,Spezia,Filippo Bandinelli,ITA,MF,29.0,1995.0,28,22,1785,19.8,1,3,4,1,0,0,7,0,0.05,0.15,0.2,0.05,0.2
ITA-Serie B,2425,Spezia,Francesco Cassata,ITA,MF,27.0,1997.0,28,14,1309,14.5,0,1,1,0,0,0,8,1,0.0,0.07,0.07,0.0,0.07
ITA-Serie B,2425,Spezia,Francesco Esposito,ITA,FW,19.0,2005.0,35,33,2767,30.7,17,2,19,16,1,2,7,0,0.55,0.07,0.62,0.52,0.59
ITA-Serie B,2425,Spezia,Gianluca Lapadula,PER,FW,34.0,1990.0,13,9,757,8.4,4,0,4,3,1,2,1,1,0.48,0.0,0.48,0.36,0.36
ITA-Serie B,2425,Spezia,Giuseppe Aurelio,ITA,MF,24.0,2000.0,25,12,1134,12.6,3,0,3,3,0,0,0,0,0.24,0.0,0.24,0.24,0.24
ITA-Serie B,2425,Spezia,Giuseppe Di Serio,ITA,FW,23.0,2001.0,30,14,1299,14.4,1,2,3,1,0,0,7,0,0.07,0.14,0.21,0.07,0.21
ITA-Serie B,2425,Spezia,Leandro Chichizola,ARG,GK,34.0,1990.0,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Spezia,Luca Vignali,ITA,"MF,DF",28.0,1996.0,29,19,1733,19.3,5,1,6,5,0,0,9,1,0.26,0.05,0.31,0.26,0.31
ITA-Serie B,2425,Spezia,Mattia Benvenuto,ITA,DF,18.0,2005.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Spezia,Mouhamadou Sarr,SEN,GK,27.0,1997.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Spezia,Nicolò Bertola,ITA,DF,21.0,2003.0,28,23,2090,23.2,3,1,4,3,0,0,5,1,0.13,0.04,0.17,0.13,0.17
ITA-Serie B,2425,Spezia,Petko Hristov,BUL,DF,25.0,1999.0,34,34,3060,34.0,2,1,3,2,0,0,7,0,0.06,0.03,0.09,0.06,0.09
ITA-Serie B,2425,Spezia,Pietro Candelari,ITA,MF,19.0,2005.0,19,4,545,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Spezia,Przemysław Wiśniewski,POL,DF,26.0,1998.0,32,30,2699,30.0,2,1,3,2,0,0,8,1,0.07,0.03,0.1,0.07,0.1
ITA-Serie B,2425,Spezia,Rachid Kouda,ITA,"MF,FW",22.0,2002.0,17,6,637,7.1,3,3,6,3,0,0,3,0,0.42,0.42,0.85,0.42,0.85
ITA-Serie B,2425,Spezia,Salvador Ferrer,ESP,DF,26.0,1998.0,1,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Spezia,Salvatore Elia,ITA,MF,25.0,1999.0,31,26,2087,23.2,2,3,5,2,0,0,5,0,0.09,0.13,0.22,0.09,0.22
ITA-Serie B,2425,Spezia,Salvatore Esposito,ITA,MF,23.0,2000.0,34,32,2865,31.8,7,9,16,4,3,4,7,0,0.22,0.28,0.5,0.13,0.41
ITA-Serie B,2425,Spezia,Simone Giorgeschi,ITA,DF,20.0,2004.0,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Spezia,Stefano Gori,ITA,GK,28.0,1996.0,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2425,Spezia,Ádám Nagy,HUN,MF,29.0,1995.0,30,23,1954,21.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Alessandro Fontanarosa,ITA,DF,22.0,2003.0,25,23,1997,22.2,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Alessandro Milani,VEN,"MF,DF",20.0,2005.0,14,5,628,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Andrea Cagnano,ITA,"MF,DF",27.0,1998.0,8,7,558,6.2,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Andrea Favilli,ITA,FW,28.0,1997.0,6,0,139,1.5,1,1,2,1,0,1,0,0,0.65,0.65,1.29,0.65,1.29
ITA-Serie B,2526,Avellino,Andréa Le Borgne,FRA,MF,19.0,2006.0,11,2,337,3.7,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Antony Iannarilli,ITA,GK,34.0,1990.0,13,13,1170,13.0,1,0,1,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08
ITA-Serie B,2526,Avellino,Armando Izzo,ITA,DF,33.0,1992.0,9,9,750,8.3,1,2,3,1,0,0,5,1,0.12,0.24,0.36,0.12,0.36
ITA-Serie B,2526,Avellino,Claudio Manzi,ITA,DF,25.0,2000.0,3,2,177,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Cosimo Patierno,ITA,FW,34.0,1991.0,23,11,1068,11.9,1,1,2,1,0,0,7,0,0.08,0.08,0.17,0.08,0.17
ITA-Serie B,2526,Avellino,Dimitris Sounas,GRE,MF,30.0,1994.0,33,28,2346,26.1,1,4,5,1,0,0,8,0,0.04,0.15,0.19,0.04,0.19
ITA-Serie B,2526,Avellino,Facundo Lescano,ARG,FW,28.0,1996.0,11,5,408,4.5,1,1,2,1,0,0,0,0,0.22,0.22,0.44,0.22,0.44
ITA-Serie B,2526,Avellino,Filippo Missori,ITA,"MF,DF",21.0,2004.0,31,27,2401,26.7,2,2,4,2,0,0,6,0,0.07,0.07,0.15,0.07,0.15
ITA-Serie B,2526,Avellino,Filippo Reale,ITA,DF,19.0,2006.0,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Gennaro Tutino,ITA,FW,28.0,1996.0,24,12,1021,11.3,1,1,2,1,0,0,1,1,0.09,0.09,0.18,0.09,0.18
ITA-Serie B,2526,Avellino,Giovanni Daffara,ITA,GK,20.0,2004.0,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Giuseppe Panico,ITA,FW,28.0,1997.0,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Justin Kumi,ITA,MF,21.0,2004.0,19,10,949,10.5,1,0,1,1,0,0,2,0,0.09,0.0,0.09,0.09,0.09
ITA-Serie B,2526,Avellino,Lorenco Šimić,CRO,DF,29.0,1996.0,34,33,2865,31.8,2,1,3,2,0,0,8,0,0.06,0.03,0.09,0.06,0.09
ITA-Serie B,2526,Avellino,Lorenzo Sgarbi,ITA,"MF,FW",24.0,2001.0,3,2,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Luca D'Andrea,ITA,MF,20.0,2004.0,4,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Luca Palmiero,ITA,MF,29.0,1996.0,32,31,2350,26.1,0,1,1,0,0,0,9,1,0.0,0.04,0.04,0.0,0.04
ITA-Serie B,2526,Avellino,Luca Pandolfi,ITA,FW,27.0,1998.0,5,1,127,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Manu Gyabuaa,ITA,MF,23.0,2001.0,5,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Marco Armellino,ITA,MF,35.0,1989.0,6,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Marco Sala,ITA,"MF,DF",26.0,1999.0,13,13,1139,12.7,0,2,2,0,0,0,2,0,0.0,0.16,0.16,0.0,0.16
ITA-Serie B,2526,Avellino,Martin Palumbo,NOR,MF,23.0,2002.0,35,25,2237,24.9,4,3,7,4,0,0,4,0,0.16,0.12,0.28,0.16,0.28
ITA-Serie B,2526,Avellino,Michele Besaggio,ITA,MF,23.0,2002.0,36,23,2074,23.0,3,1,4,3,0,0,4,0,0.13,0.04,0.17,0.13,0.17
ITA-Serie B,2526,Avellino,Michele Rigione,ITA,DF,34.0,1991.0,1,0,61,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Avellino,Patrick Enrici,ITA,DF,24.0,2001.0,28,22,2047,22.7,2,1,3,2,0,0,4,1,0.09,0.04,0.13,0.09,0.13
ITA-Serie B,2526,Avellino,Raffaele Russo,ITA,"FW,MF",26.0,1999.0,34,9,1344,14.9,4,3,7,4,0,0,3,0,0.27,0.2,0.47,0.27,0.47
ITA-Serie B,2526,Avellino,Roberto Insigne,ITA,"MF,FW",31.0,1994.0,21,12,978,10.9,1,2,3,0,1,1,0,1,0.09,0.18,0.28,0.0,0.18
ITA-Serie B,2526,Avellino,Tommaso Biasci,ITA,"FW,MF",30.0,1994.0,34,30,2283,25.4,12,3,15,12,0,0,3,0,0.47,0.12,0.59,0.47,0.59
ITA-Serie B,2526,Avellino,Tommaso Cancellotti,ITA,"DF,MF",33.0,1992.0,33,29,2500,27.8,1,1,2,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07
ITA-Serie B,2526,Avellino,Valerio Crespi,ITA,FW,20.0,2004.0,14,7,627,7.0,1,2,3,1,0,0,0,0,0.14,0.29,0.43,0.14,0.43
ITA-Serie B,2526,Bari,Andrea Cistana,ITA,DF,28.0,1997.0,17,16,1440,16.0,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06
ITA-Serie B,2526,Bari,Andrea Meroni,ITA,DF,28.0,1997.0,12,11,964,10.7,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Anthony Partipilo,ITA,"FW,MF",30.0,1994.0,11,5,393,4.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Balla Manè,ITA,MF,21.0,2003.0,16,11,950,10.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Cas Odenthal,NED,DF,24.0,2000.0,16,16,1392,15.5,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06
ITA-Serie B,2526,Bari,Christian Gytkjær,DEN,FW,35.0,1990.0,25,10,980,10.9,3,0,3,3,0,0,0,0,0.28,0.0,0.28,0.28,0.28
ITA-Serie B,2526,Bari,Daouda Traoré,FRA,MF,19.0,2006.0,9,3,338,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Dimitris Nikolaou,GRE,DF,26.0,1998.0,23,22,1789,19.9,0,1,1,0,0,0,4,1,0.0,0.05,0.05,0.0,0.05
ITA-Serie B,2526,Bari,Ebrima Darboe,GAM,MF,24.0,2001.0,6,3,240,2.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Emanuele Rao,ITA,"MF,FW",19.0,2006.0,32,18,1622,18.0,6,2,8,6,0,0,3,0,0.33,0.11,0.44,0.33,0.44
ITA-Serie B,2526,Bari,Federico Artioli,ITA,MF,24.0,2001.0,11,8,621,6.9,1,1,2,1,0,0,3,0,0.14,0.14,0.29,0.14,0.29
ITA-Serie B,2526,Bari,Francesco Vicari,ITA,DF,30.0,1994.0,9,9,657,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Gabriele Moncini,ITA,FW,29.0,1996.0,37,31,2564,28.5,11,2,13,9,2,3,1,0,0.39,0.07,0.46,0.32,0.39
ITA-Serie B,2526,Bari,Gaetano Castrovilli,ITA,MF,28.0,1997.0,17,12,1050,11.7,1,0,1,1,0,0,4,0,0.09,0.0,0.09,0.09,0.09
ITA-Serie B,2526,Bari,Gastón Pereiro,URU,"FW,MF",30.0,1995.0,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Giacomo De Pieri,ITA,MF,18.0,2006.0,10,4,414,4.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Giacomo Stabile,ITA,DF,20.0,2005.0,3,1,143,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Giulio Maggiore,ITA,MF,27.0,1998.0,27,21,1700,18.9,3,1,4,3,0,0,4,0,0.16,0.05,0.21,0.16,0.21
ITA-Serie B,2526,Bari,Giuseppe Sibilli,ITA,"MF,FW",28.0,1996.0,5,4,365,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Indrit Mavraj,KVX,DF,19.0,2006.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Kevin Piscopo,ITA,MF,27.0,1998.0,13,11,966,10.7,3,0,3,3,0,0,2,0,0.28,0.0,0.28,0.28,0.28
ITA-Serie B,2526,Bari,Leonardo Cerri,ITA,FW,22.0,2003.0,10,0,151,1.7,1,0,1,1,0,0,0,0,0.6,0.0,0.6,0.6,0.6
ITA-Serie B,2526,Bari,Lorenzo Dickmann,ITA,"MF,DF",28.0,1996.0,26,23,2083,23.1,1,3,4,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17
ITA-Serie B,2526,Bari,Marco Pissardo,ITA,GK,27.0,1998.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Marvin Cuni,ALB,"MF,FW",24.0,2001.0,15,2,384,4.3,1,0,1,1,0,0,2,0,0.23,0.0,0.23,0.23,0.23
ITA-Serie B,2526,Bari,Matthias Braunöder,AUT,MF,23.0,2002.0,31,22,2056,22.8,0,2,2,0,0,0,5,0,0.0,0.09,0.09,0.0,0.09
ITA-Serie B,2526,Bari,Matthias Verreth,BEL,MF,27.0,1998.0,26,23,1908,21.2,2,2,4,2,0,0,2,1,0.09,0.09,0.19,0.09,0.19
ITA-Serie B,2526,Bari,Mehdi Dorval,ALG,"MF,DF",24.0,2001.0,33,29,2616,29.1,1,7,8,1,0,0,5,0,0.03,0.24,0.28,0.03,0.28
ITA-Serie B,2526,Bari,Michele Cerofolini,ITA,GK,26.0,1999.0,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Mirko Antonucci,ITA,"MF,FW",26.0,1999.0,14,7,577,6.4,0,1,1,0,0,0,0,0,0.0,0.16,0.16,0.0,0.16
ITA-Serie B,2526,Bari,Nicola Bellomo,ITA,MF,34.0,1991.0,13,0,249,2.8,2,0,2,1,1,1,1,0,0.72,0.0,0.72,0.36,0.36
ITA-Serie B,2526,Bari,Nicolò Cavuoti,ITA,MF,22.0,2003.0,7,3,284,3.2,0,1,1,0,0,0,0,0,0.0,0.32,0.32,0.0,0.32
ITA-Serie B,2526,Bari,Raffaele Pucino,ITA,DF,34.0,1991.0,21,18,1663,18.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Riccardo Burgio,ITA,"DF,MF",24.0,2001.0,5,3,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Bari,Riccardo Pagano,ITA,MF,20.0,2004.0,22,11,1117,12.4,0,1,1,0,0,0,0,0,0.0,0.08,0.08,0.0,0.08
ITA-Serie B,2526,Bari,Sheriff Kassama,ITA,DF,20.0,2004.0,6,3,347,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
